Espécie,Extinções Totais,Extinções Secundárias,Grau Entrada,Grau Saída,Grau Total,Betweenness,Closeness,PageRank
Gorgonocephalus Chiliensis,1,0,5,20,25,9.27,0.4723,0.0006
Eucopia Australis,1,0,76,27,103,100.97,0.5225,0.0011
Euchaetomera Antarcticus,1,0,76,27,103,100.97,0.5225,0.0011
Antarctomysis Maxima,1,0,76,27,103,100.97,0.5225,0.0011
Ceratoserolis Meridionalis,1,0,60,29,89,96.62,0.5306,0.0036
Frontoserolis Bouvieri,1,0,60,29,89,96.62,0.5306,0.0036
Natatolana Obtusata,1,0,0,30,30,0.0,0.4887,0.0005
Natatolana Oculata,1,0,0,29,29,0.0,0.4882,0.0005
Natatolana Meridionalis,1,0,0,30,30,0.0,0.4897,0.0005
Munna Globicauda,1,0,0,29,29,0.0,0.4882,0.0005
Serolella Bouveri,1,0,60,29,89,96.62,0.5306,0.0036
Serolis Polita,1,0,60,29,89,96.62,0.5306,0.0036
Gnathia Calva,1,0,17,30,47,22.59,0.5037,0.0007
Austrosignum Grande,1,0,59,29,88,62.59,0.5196,0.0009
Aega Antarctica,1,0,0,29,29,0.0,0.4882,0.0005
Silicularia Rosea,1,0,81,34,115,254.34,0.5553,0.0011
Tubularia Ralphii,1,0,16,35,51,73.6,0.5168,0.0007
Oswaldella Antarctica,1,0,59,34,93,123.66,0.5366,0.0009
Monocaulus Parvula,1,0,79,34,113,180.83,0.5527,0.0011
Primnoisis Antarctica,1,0,16,22,38,34.15,0.4902,0.0007
Gersemia Antarctica,1,0,64,22,86,61.41,0.5042,0.001
Clavularia Frankiliana,1,0,77,23,100,164.73,0.5259,0.0011
Ainigmaptilon Antarcticus,1,0,0,22,22,0.0,0.4681,0.0005
Armadillogorgia Cyathella,1,0,0,22,22,0.0,0.4681,0.0005
Alcyonium Antarcticum,1,0,0,23,23,0.0,0.4695,0.0005
Anthomastus Bathyproctus,1,0,60,23,83,65.75,0.5091,0.0009
Conchoecia Hettacra,1,0,17,56,73,56.13,0.5242,0.0007
Alacia Hettacra,1,0,65,56,121,184.61,0.5553,0.001
Alacia Belgicae,1,0,65,56,121,184.61,0.5553,0.001
Metaconchoecia Isocheira,1,0,65,56,121,184.61,0.5553,0.001
Boroecia Antipoda,1,0,65,56,121,184.61,0.5553,0.001
Conchoecia Antipoda,1,0,76,56,132,203.53,0.5605,0.0011
Eukrohnia Hamata,1,0,3,35,38,8.62,0.4704,0.0006
Solmundella Bitentaculata,1,0,7,1,8,1.35,0.3907,0.0006
Dipulmaris Antarctica,1,0,13,1,14,13.01,0.3985,0.0008
Desmonema Glaciale,1,0,18,1,19,185.63,0.4137,0.0008
Periphylla Periphylla,1,0,18,1,19,185.63,0.4137,0.0008
Salpa Thompsoni,1,0,77,29,106,416.76,0.4882,0.0011
Pentanymphon Antarcticum,1,0,128,12,140,316.77,0.5566,0.0097
Ammothea Carolinensis,1,0,128,7,135,220.76,0.5566,0.0097
Colossendeis Scotti,1,0,128,7,135,220.76,0.5566,0.0097
Nymphon Gracillimum,1,0,128,7,135,220.76,0.5566,0.0097
Flustra Angusta,1,0,0,30,30,0.0,0.4862,0.0005
Camptoplites Tricornis,1,0,0,30,30,0.0,0.4862,0.0005
Nematoflustra Flagellata,1,0,0,30,30,0.0,0.4862,0.0005
Austroflustra Vulgaris,1,0,0,30,30,0.0,0.4862,0.0005
Melicerita Obliqua,1,0,0,30,30,0.0,0.4862,0.0005
Systenopora Contracta,1,0,0,30,30,0.0,0.4862,0.0005
Flustra Antarctica,1,0,0,30,30,0.0,0.4862,0.0005
Fasciculiporoides Ramosa,1,0,0,30,30,0.0,0.4862,0.0005
Reteporella Hippocrepis,1,0,0,30,30,0.0,0.4862,0.0005
Lageneschara Lyrulata,1,0,0,30,30,0.0,0.4862,0.0005
Isoschizoporella Tricuspis,1,0,0,30,30,0.0,0.4862,0.0005
Caulastraea Curvata,1,0,0,30,30,0.0,0.4862,0.0005
Chondriovelum Adeliense,1,0,0,30,30,0.0,0.4862,0.0005
Bostrychopora Dentata,1,0,0,30,30,0.0,0.4862,0.0005
Liothyrella Uva,1,0,0,1,1,0.0,0.3477,0.0005
Magellania Joubini,1,0,0,1,1,0.0,0.3477,0.0005
Magellania Fragilis,1,0,0,1,1,0.0,0.3477,0.0005
Crania Lecointei,1,0,0,1,1,0.0,0.3477,0.0005
Compsothyris Racovitzae,1,0,0,1,1,0.0,0.3477,0.0005
Liothyrella Uva Antarctica,1,0,0,1,1,0.0,0.3477,0.0005
Glyptonotus Antarcticus,1,0,90,29,119,3927.69,0.5566,0.0156
Nototanais Antarcticus,1,0,59,9,68,11.6,0.4667,0.0009
Peraeospinosus Pushkini,1,0,93,9,102,104.71,0.4892,0.0012
Nototanais Dimorphus,1,0,59,9,68,11.6,0.4667,0.0009
Notocrangon Antarcticus,1,0,162,16,178,3101.7,0.5853,0.0041
Notaeolidia Gigas,1,0,2,26,28,10.12,0.4867,0.0006
Austrodoris Kerguelenensis,1,0,10,26,36,26.1,0.4912,0.0006
Trophon Longstaffi,1,0,7,27,34,33.16,0.4892,0.0007
Tritonia Antarctica,1,0,0,26,26,0.0,0.4852,0.0005
Aegires Albus,1,0,34,26,60,99.71,0.5037,0.0009
Bathydoris Clavigera,1,0,18,26,44,139.95,0.4953,0.0013
Tritoniella Belli,1,0,59,26,85,567.13,0.5236,0.0023
Harpovoluta Charcoti,1,0,49,26,75,579.93,0.5179,0.0025
Puncturella Conica,1,0,53,26,79,178.19,0.514,0.0012
Neobuccinum Eatoni,1,0,7,27,34,29.01,0.4892,0.0007
Marseniopsis Mollis,1,0,2,26,28,23.59,0.4867,0.0006
Marseniopsis Conica,1,0,2,26,28,23.59,0.4867,0.0006
Parmaphorella Mawsoni,1,0,59,26,85,176.58,0.5174,0.0009
Amauropsis Rossiana,1,0,4,26,30,18.5,0.499,0.0006
Newnesia Antarctica,1,0,0,26,26,0.0,0.4852,0.0005
Falsimargarita Gemma,1,0,0,26,26,0.0,0.4852,0.0005
Marginella Ealesa,1,0,0,26,26,0.0,0.4852,0.0005
Pontiothauma Ergata,1,0,15,26,41,255.01,0.4918,0.0017
Probuccinum Tenuistriatum,1,0,15,26,41,255.01,0.4918,0.0017
Nacella Concinna,1,0,2,19,21,103.02,0.4746,0.0007
Yolida Eightsi,1,0,0,36,36,0.0,0.4979,0.0005
Chorismus Antarcticus,1,0,203,7,210,522.57,0.626,0.0056
Nematocarcinus Lanceopes,1,0,82,6,88,27.52,0.4681,0.0012
Acodontaster Conspicuus,1,0,7,6,13,0.85,0.4259,0.0006
Acodontaster Capitatus,1,0,7,6,13,0.85,0.4259,0.0006
Acodontaster Hodgsoni,1,0,7,6,13,0.85,0.4259,0.0006
Bathybiaster Loripes,1,0,93,6,99,33.04,0.5037,0.0047
Cuenotaster Involutus,1,0,0,6,6,0.0,0.4184,0.0005
Diplasterias Brucei,1,0,21,7,28,27.53,0.445,0.0012
Luidiaster Gerlachei,1,0,11,6,17,3.96,0.4569,0.0027
Labidiaster Annulatus,1,0,137,6,143,47.1,0.5547,0.0176
Lophaster Gaini,1,0,6,6,12,0.63,0.4225,0.0006
Notasterias Armata,1,0,6,6,12,0.63,0.4225,0.0006
Solaster Dawsoni,1,0,21,6,27,0.63,0.456,0.0018
Odontaster Meridionalis,1,0,34,6,40,5.42,0.4364,0.0009
Odontaster Validus,1,0,223,9,232,487.17,0.6293,0.0182
Kampylaster Incurvatus,1,0,0,6,6,0.0,0.4184,0.0005
Cycethra Verrucosa Mawsoni,1,0,0,6,6,0.0,0.4184,0.0005
Notasterias Stylophora,1,0,6,6,12,0.63,0.4225,0.0006
Notioceramus Anomalus,1,0,0,6,6,0.0,0.4184,0.0005
Perknaster Sladeni,1,0,0,6,6,0.0,0.4184,0.0005
Pteraster Affinis Aculeatus,1,0,6,6,12,0.63,0.4225,0.0006
Perknaster Densus,1,0,0,6,6,0.0,0.4184,0.0005
Perknaster Fuscus Antarcticus,1,0,2,7,9,0.87,0.429,0.0006
Macroptychaster Accrescens,1,0,40,6,46,16.72,0.4775,0.0055
Lysasterias Perrieri,1,0,23,6,29,8.39,0.4681,0.0029
Psilaster Charcoti,1,0,51,6,57,216.36,0.4964,0.0083
Porania Antarctica,1,0,65,6,71,30.71,0.4681,0.0009
Porania Antarctica Glabra,1,0,65,6,71,30.71,0.4681,0.0009
Sterechinus Neumayeri,1,0,127,13,140,503.15,0.539,0.0028
